"student_id","choose_method","concepts","interpretation","submit_time","percent_submit","learning_performance","cheat_index","outcome","res_item_difficulty","res_item_score"
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"การออกแบบการวิจัย","Hard",0
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"การออกแบบการวิจัย","Moderate",33.333333333333336
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"มโนทัศน์พื้นฐานการวิจัย","Easy",75
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"มโนทัศน์พื้นฐานการวิจัย","Hard",0
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"มโนทัศน์พื้นฐานการวิจัย","Moderate",25
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"เครื่องมือและการเก็บข้อมูล","Easy",100
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"เครื่องมือและการเก็บข้อมูล","Hard",0
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"เครื่องมือและการเก็บข้อมูล","Moderate",16.666666666666668
"student_22",20,50,44.4444444444444,153.392371458312,100,80,0.691218230579513,"การออกแบบการวิจัย","Easy",66.66666666666666
"student_22",20,50,44.4444444444444,153.392371458312,100,80,0.691218230579513,"การออกแบบการวิจัย","Hard",0
"student_22",20,50,44.4444444444444,153.392371458312,100,80,0.691218230579513,"การออกแบบการวิจัย","Moderate",33.333333333333336
"student_22",20,50,44.4444444444444,153.392371458312,100,80,0.691218230579513,"มโนทัศน์พื้นฐานการวิจัย","Easy",50
