student_level,year,province,precipiration_anomaly_mean,precipiration_anomaly_sd,precipiration_anomaly_median,precipiration_anomaly_min,precipiration_anomaly_Q25,precipiration_anomaly_Q75,precipiration_anomaly_max,cmer_risk_mean,cmer_risk_sd,cmer_risk_median,cmer_risk_min,cmer_risk_Q25,cmer_risk_Q75,cmer_risk_max,high_risk_school_mean,high_risk_school_sd
m3,2017,นครปฐม,-0.09069226698902412,0.358629299909982,-0.1876950443280132,-0.3780336808296605,-0.3727464964823925,-0.1876950443280132,0.6820467807975692,0.44069276711549465,0.1938916170680668,0.44314706049568786,0.02691704970260723,0.32037048464518747,0.564672426744844,0.879951952536244,0.04838709677419357,0.2163345432076804
m3,2017,นครพนม,-0.26677293195671686,0.8087128543603467,0.02379232956270594,-1.9615453928364204,-0.8353751268683407,0.26435921736339896,0.756067361659321,0.5664254379659514,0.2161122948740445,0.642649053567884,0.00616042447532401,0.3880779186174658,0.7398030753206797,0.9139258373079204,0.13913043478260867,0.347597178681016
m3,2017,นครราชสีมา,0.5460066883067536,0.5242427930233305,0.5287184347267979,-1.8875248119746684,0.29872591562064077,0.8697418251255825,1.5914424885276617,0.6462697091703611,0.20205234883381734,0.6959640867550563,0.00825954952583536,0.534223134270665,0.7946526965079904,0.9689997656434814,0.24603174603174602,0.43126809382423426
m3,2017,นครศรีธรรมราช,0.14866014915928114,0.37139711057730135,0.23792329562705905,-1.4196089972414525,0.0449410669517778,0.32516183735698073,0.6582544512348634,0.5383729093341708,0.21198555697944646,0.5702462126307464,2.4661218298196265e-4,0.4241672197805963,0.6831563024442673,0.9173220467042996,0.09756097560975605,0.2974464895672936
m3,2017,นครสวรรค์,-0.23879039386001102,0.7281044913188163,-0.5842338703731117,-1.237201137260707,-0.8776726016464844,0.5181440660322618,0.8935341546882885,0.48463160421685125,0.23886192600894607,0.4612754323427338,0.05362425378237261,0.2801766484667082,0.69655979108379,0.9075526710439202,0.11199999999999995,0.31663553893416496
m3,2017,นนทบุรี,0.49107003584021724,0.17672235751097257,0.5498671721158698,0.0581590278199478,0.5498671721158698,0.5789466860258436,0.5789466860258436,0.510901536915461,0.25323820898581406,0.5398210083997054,0.00726970995295722,0.422631621442405,0.6985509457398857,0.8586112156922183,0.1379310344827586,0.35093120317179827
m3,2017,นราธิวาส,-1.0196293051925762,1.0336087310306288,-1.6945425832993872,-1.7976426780711128,-1.7659195719875047,-0.30930028431517687,1.1605369642253214,0.4466066402476815,0.27994318481524183,0.34474301542689023,0.04453398826214185,0.23592911269241917,0.6779921574136016,0.9559250593689884,0.22222222222222215,0.41907903806247493
m3,2017,น่าน,0.5016519313710591,0.6240161335355913,0.5498671721158698,-0.6741160042766673,0.25907203301613096,0.9014649312091904,1.5940860807012958,0.5245434405972444,0.2552666110247641,0.5356579576930272,0.05373832308985866,0.30990915854109646,0.729506167033418,0.9731478619190552,0.1559633027522936,0.36449640364545727
m3,2017,บึงกาฬ,0.3050884594961666,0.4629910690976042,0.34102339039878465,-0.6371057138457915,-0.1374667930289677,0.6688288199293992,0.9516931825082362,0.6655009764062574,0.17236139775171602,0.6752839375755189,0.1843808122191363,0.5659292879093261,0.8086658920864245,0.9237099303536336,0.30508474576271183,0.46439568770962586
m3,2017,บุรีรัมย์,-0.2245759846831148,0.8154770755789472,0.1797642678071113,-2.1069429623862894,-0.8168699816529026,0.28022077040520293,0.6397493060194255,0.5006666617939222,0.24222468887128315,0.5527710468287597,8.271118866084872e-4,0.3088794126782468,0.7043682159655369,0.9110583887840624,0.07339449541284404,0.26118261076481575
m3,2017,ปทุมธานี,0.2504331514487199,0.11697001625850444,0.22999251910615717,0.0581590278199478,0.22999251910615717,0.3145874686624447,0.5498671721158698,0.5750169774839958,0.23118136167828968,0.6387462139489887,2.4873599967578636e-4,0.49837700487701964,0.7355359892843316,0.8371320451875468,0.10714285714285712,0.31209389196617965
m3,2017,ประจวบคีรีขันธ์,0.21673784168001992,0.2291087648677824,0.2167745582379872,-0.3912516416978304,0.12160523998716344,0.38067727300329446,0.5392928034213338,0.4658680525446492,0.19684191583003274,0.4655654129420739,0.07667046648222985,0.2882402332723948,0.6298296846681193,0.8285396565334521,0.02777777777777777,0.16548879560577046
m3,2017,ปราจีนบุรี,0.10492202991841929,0.11224081879487192,0.01586155304180392,0.00793077652090201,0.01057436869453598,0.16390271476530738,0.3859644573505625,0.5460240424694873,0.17701225862611675,0.566555429680556,0.03628899526860598,0.45519050239118036,0.674702223217348,0.8167800636061436,0.04054054054054053,0.19856948607402858
